Player,Nation,Pos,Age,Born,Squad,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,FW,MF,DF,Player + Squad,Cluster
Luca Waldschmidt,GER,"FW,MF",26.0,1997.0,Wolfsburg,-4.956402164947356,-5.206427446981126,0.4761410302934091,0.43063060663122493,2.6098205893894106,2.604289769753299,-3.326495648023911,1.1261513914615735,-1.207989157434472,-2.8068113603905096,4.792992910017642,-0.3817011578154111,-0.06282797585430212,0.21099994417522508,-0.4662973845109323,2.9299981136729008,-0.16281811711210284,-2.4767730877422336,0.010103381459208596,2.7863250414791727,1.6880090355617898,-0.6792627424242718,0.25431929155229366,-0.39280128894927363,-0.5296570054269002,0.3022629044676368,-0.07191290287254634,1.500265670879184,0.17739964922738677,-0.7486494884101117,0.878366239986943,-0.2855306197881795,-1.5701247801915503,-0.25282672267376793,0.158919106599235,0.038485675682030304,0.20275245907144837,-1.1843114132996255,0.4762230132170484,-0.5471321011475909,-0.07179515448767844,-0.7072531095116188,2,1,0,Luca Waldschmidt in Wolfsburg,1.0
Serhou Guirassy,GUI,FW,26.0,1997.0,Rennes + Stuttgart,-7.877025858399104,-4.544221145678318,4.693058852324891,-0.008442458729294644,1.1087588432501265,1.0584833925187553,-1.3364033677292595,1.8278691210761417,-3.431163140801602,-0.5137972971002909,0.6877241861275669,-0.3770994605579488,-0.10044703348578535,0.8963034389176152,0.4872573068540172,-0.22729384267620784,0.19746259801516847,-0.32344989738285895,0.3197481297241998,-0.02606679010199511,-0.525973137763671,1.9951951683770541,1.7634472404370065,-0.2584453267301593,-0.03380565732108259,-0.16257046853606283,-0.6595238686350472,-0.636181690616217,0.04228339924580118,-0.4211590040036988,0.5096297421214151,0.31327851506222343,-0.001615787905547031,0.37156510410216337,0.2880938961346021,-0.021071307031237656,0.39381331708301576,-0.4368007462822199,0.2951021144409423,-0.1923268293476598,0.0936655466871491,0.1532531050196873,3,0,0,Serhou Guirassy in Rennes + Stuttgart,1.0
Keziah Veendorp,NED,"MF,DF",25.0,1998.0,Emmen,5.521835977068443,0.5242166189439563,1.1517583922795471,-0.14120141048466817,0.6028269104179493,-2.2271109672205265,-0.6248329670989832,-1.9722166319518903,-0.07012790094403727,0.5063204488569117,0.8483571256432546,0.15992260251600207,-0.7501821032638742,0.13508448191330963,-0.5399433258688485,-0.7487333863164758,0.3431433637819111,0.08242900515276054,0.05277910303121683,-0.06773933846843663,0.09217128752648884,-0.08951701180072184,0.5803565752424794,0.37459019509050084,-0.04261443415953915,-0.2571642988728183,0.4159649699616379,-0.3305189200779894,0.20843171734811597,1.3091797662366194,-0.2760798068679123,0.08497569484432413,0.14265594818898641,-0.30179896579291904,0.3149480456318496,-0.037051496769582574,0.008703323126019027,0.05067470561256061,0.4511800977750073,0.3784037248302686,-0.30994232010392275,-0.40310698990848587,0,2,1,Keziah Veendorp in Emmen,5.0
Simon Olsson,SWE,"MF,FW",24.0,1999.0,Heerenveen,-1.6914600835730422,-1.9512116557870294,-0.7179948267140476,-0.5801875373112512,0.6761291779521167,-1.94513945910206,0.8599807951010402,-2.6963963675575022,-0.09376996682724259,0.7741408389008353,1.0840648248318736,-0.4006953111791132,-0.7118077272378993,0.3182427762082263,-0.2358875378877768,0.31138318195809955,0.21412341810957478,0.06095412633438882,-0.2789782266521337,-0.09381176364469103,-0.3544443140688271,-0.4928343262583895,0.2919336993599354,1.4611919835683884,-0.2760902870107085,0.20280645825139648,1.070683592817774,0.31696381904571136,-0.3284731578444675,0.2557623085212886,-0.002310083551550845,0.2930054615211047,0.49971546657938753,0.43546999375095163,-0.15887301923939678,-0.12689154723312088,-0.02628612466034793,-0.24947376832641627,-0.3605789317635299,-0.38996422296356326,0.2537330705634762,-0.1955836556891544,1,2,0,Simon Olsson in Heerenveen,2.0
Cody Gakpo,NED,"FW,MF",23.0,2000.0,Liverpool + PSV Eindhoven,-10.229607278701673,6.9293422583035715,3.058204272172444,4.034702940720741,1.837310528923364,-1.4486140981502373,0.5431119958516771,1.8166515744877925,2.4582601363539354,0.11480017956222234,-0.17507868755239683,-1.7308416159496391,-0.14499699976092523,-2.2777315260339672,-0.11802419146372109,-0.32610930440345814,-0.2907943629407327,-0.3613877903900248,-0.21724827485730358,-0.1800868484521283,1.2753884319906796,0.13584334093850028,-0.6283116494174383,-0.9059017944213429,-0.10456146145101583,0.24907970711580135,0.22344778732069598,-1.560264073103866,-0.22826867291655434,-1.3348834679915076,0.24377023496852118,0.07623770361960615,-0.9073603933369903,-0.643683395180445,0.7903065362166327,1.2248592278140038,0.5505888870476551,0.2297678582092409,0.37493144361072067,0.19187149282260862,1.5267709856279195,-0.08436187109171486,2,1,0,Cody Gakpo in Liverpool + PSV Eindhoven,2.0
Sébastien Corchia,FRA,DF,31.0,1992.0,Nantes,0.10340974360369558,0.6593497857148214,-3.7187246999046626,1.4841573734476372,-2.0167609641741375,1.2944252410259154,-1.4535436327650846,0.15837229578478967,0.43818220748092246,0.6700104613048556,0.39178598244242097,0.2125914524234958,0.7717422847975036,-1.092655405066631,-0.2825533770595701,-0.4981131493600255,0.3982244839189651,-0.02864772874785638,-0.8639344174589251,-0.8988133585829265,0.9940882983640318,-0.4799847238166984,-0.33005532523512343,-1.3051800332498535,-1.8364643403173142,1.2824536265223299,0.1778590929323328,0.6231695299131197,1.3843377563348496,0.7897655209479935,0.2443755305512708,-0.6766212436365676,-0.42029695602388395,-1.620558631118869,-0.9998984014145081,0.016687533474309554,0.5060072779306442,-0.8004384701660462,-0.559346235423416,0.9490592048560231,0.3054523232196144,-1.004895221604784,0,0,3,Sébastien Corchia in Nantes,3.0
Gaetano Castrovilli,ITA,MF,25.0,1998.0,Fiorentina,-3.5138924146770143,-2.1593931330585603,-0.8699360176783023,0.7790167075660107,0.6810537980836127,2.09030542308255,0.13711689995746693,-1.625018879181298,-0.03227811397023274,-0.2750234353840451,0.24504583968591734,-0.5830266825410734,1.211759792190743,0.7545332676935229,0.42138745972855435,0.2033325963829349,-0.23313089186179187,-0.45682668353837014,0.21069519162926006,-1.0505226005999884,0.07733462652385921,0.8352546419801865,-0.03313366806764059,-0.8014348508110954,-1.35015536245838,0.49389096234701746,-0.5789421089146026,-0.4629792059175397,0.23778419790870944,0.17138841188634615,0.884743951420981,0.02327118160211443,-0.5685235601525014,-0.2918557972191645,-0.2320970381681016,-0.20921902596824046,0.28172823598300767,0.017076711328683616,-0.2871184207538471,-0.03231754487192681,0.4091100155337908,1.5765839909371058,0,3,0,Gaetano Castrovilli in Fiorentina,4.0
Leandro Trossard,BEL,"FW,MF",27.0,1996.0,Arsenal + Brighton,-6.37287651410482,5.295697003490596,2.6065927963641817,0.14575778975923445,-1.0264741251907132,-1.419350562841294,0.0037818376260257635,-1.629733705348221,2.5566645143528035,2.155244659369901,1.2441555433494147,0.7891045379160204,-1.493860870688626,-0.12852558660472152,-0.3599721152750001,-0.8367682315503253,-0.1588018604998706,0.09902280951555541,1.1654862613928467,0.5791678843980415,0.6222277969606438,-0.7984313218994266,0.32571730383543174,-0.31780062395764175,-0.6065893651027727,-0.11550736024124034,0.03830380146683723,1.2361805847900658,-1.4492521703071644,-0.8056102594457848,0.41161369103072704,-1.2387984301101687,0.5691787206104545,0.45529349508349354,-0.06437377377289781,0.37748911543202873,-0.2854923524235429,-1.3019657912046612,0.8053757169360067,0.28525573122366854,-0.3304081514471087,0.10242125666373786,2,1,0,Leandro Trossard in Arsenal + Brighton,2.0
Moussa Sissoko,FRA,MF,32.0,1991.0,Nantes,0.28675088688914663,-2.3021612545843837,0.0721322025562393,-0.36063151444681524,-1.0666725952251557,-0.7356256498469266,0.3875894952647966,-1.911581268954578,-1.5015739884514974,-0.815310095949331,0.046164728128022324,-0.29059358725956086,0.11978886122529667,0.5118517434846815,0.30681879474132145,0.8110207544815596,-0.1492603033634063,-0.9852263496218937,-0.5105875123841295,0.5458393575466125,0.6156401651732475,-0.011060948068774135,-0.3981609637300566,1.174988502853987,0.16630894044361813,-0.9534429083192816,-0.34706257480812713,0.1395231550219804,-0.1526559334012418,0.01725409004717272,1.0449364683379805,-0.7748740190046559,0.05170180565948491,-0.249787493193405,-0.03668849796847286,0.8314250601779101,0.5693411302128812,-0.4397838837536954,-0.7434150928610642,-0.044028364865647075,-0.9945857684518784,-0.20355386491104238,0,3,0,Moussa Sissoko in Nantes,4.0
Rodrigo Ely,BRA,DF,28.0,1995.0,Almería,4.956200791573479,-6.074574971390916,3.5282144065290635,2.447485415907417,-1.2015719288261066,-2.271198590584972,1.884731939552373,0.48291844357357455,1.1482197334392537,0.3225709214977327,-0.11542385350007693,0.4954947045499852,-0.08030973550718887,-0.1336595958723711,1.1784375422579572,-0.12911711549360397,0.41699854497359706,0.6084787348240022,0.08410892627569298,-0.4832600287116558,-0.5827179258435784,0.18755041626260086,0.5843195662553117,-0.1499543424107984,-0.2833852006713635,0.3189068231368567,0.3548065139946794,0.7077528354657701,-0.1749121472373188,0.33765072535108004,-0.4943170929615191,0.49982131280855624,0.058195279002623106,0.11157790013626308,0.7721248180856259,0.13951942517893953,0.6753595404857089,-0.15896830534475415,0.5705165525532616,0.5563681315381966,0.34488638688579626,-0.009602498571330942,0,0,3,Rodrigo Ely in Almería,0.0
Rogério,BRA,DF,24.0,1999.0,Sassuolo,4.1375224289560055,3.176592440333858,1.5781749122232933,0.7197973170765137,-3.5700008994615935,-2.723443165963259,-1.6218820013200255,-0.3722429390420072,-2.2748150869016466,0.9141989315856452,-0.45424359111305396,1.5686784486194407,0.09669022304280561,0.8866786867652161,-0.261242820482475,-0.44964069421047514,1.013972095595483,0.1490249174948197,-0.7463688227129396,0.22548469913409117,0.20869738397103668,0.010042776154378845,-0.24351573468719456,-0.17850964096528793,-0.64681105627775,-0.3466930156996357,0.05291846197351045,0.5254402176539406,0.4722889913999752,-0.05587511915546082,0.36459039557883655,0.018151413108056232,-0.5325979510056317,0.09429690849345146,-0.32871700797344994,-0.15454391722596428,0.40271883273773523,-0.012750660547337657,-0.1991509022337203,0.6812644540184609,0.09474994960601842,0.01856861008449008,0,0,3,Rogério in Sassuolo,0.0
Charles Pickel,SUI,MF,25.0,1998.0,Cremonese,0.48162045329754893,-3.650578596357423,-1.5800480704902955,0.24949661204456053,1.5304336817556,-2.416710554890629,-0.7341778527891932,-1.8959429475898735,-0.6011117006241468,-0.4077273215357618,-0.6109066289692345,-0.41834138454203296,-0.926812035672421,-0.14435503449019155,0.2643088038187193,-0.48605764628032533,-0.545130347621212,-0.12596393811946843,0.14981747473926113,0.20514832026991076,-0.0597078413460582,-0.6353876177853901,0.18042985726343416,1.267179861980916,0.5808298440144023,-0.5542771307621345,-0.4970281271031792,-0.2119369563375162,0.4214944891647751,0.10913234695644512,-0.16591516589580932,-0.060113810079754956,0.23898236186976168,0.3705406884095557,0.30134452255805866,0.42069102267424185,0.19141733356862173,0.16661988208971906,0.14030827098930995,0.26010788300195214,-0.4646396995201117,-0.2887454881104577,0,3,0,Charles Pickel in Cremonese,4.0
Junior Firpo,ESP,DF,25.0,1998.0,Leeds United,2.276047236208089,-1.9934554966702425,-5.185868041940646,0.14498382151964087,0.2816483287321909,-1.4962063007007724,-1.2578321211073997,1.1684177421749808,0.2351635330480166,1.3402347337486182,1.0308696647131774,-0.6348866325558006,-0.18502766168355017,-0.17886552404745437,-0.41416697528306795,0.7142800535608992,-0.27130132091363895,-1.2020517241142672,0.2551408773823822,0.14764425571292455,-0.24368184800872733,0.10782928701970512,0.1764265867037553,-0.2696839206235529,0.12744730841862928,0.25929152950840545,0.7301304629468721,-0.21588574612914074,0.22510594635119197,0.3723684430035825,0.2628088376547241,0.31029202685897594,-0.22363577443824606,0.09945252711565307,-0.6924489879439589,-0.03328204929997374,0.12635208487219057,0.28589045305913857,-0.12567761314814996,-0.5750322735124208,-0.23098238294669146,0.07656926826898747,0,0,3,Junior Firpo in Leeds United,0.0
Jordan Larsson,SWE,"FW,MF",25.0,1998.0,Schalke 04,-3.9087748252484946,-3.894422393179779,-3.7103142807512484,0.38463404637859405,0.48449480699984787,2.2350541382780356,0.25250278779562774,-2.1490581375489493,-0.5075612209467701,-0.9378531829323586,0.44706159087196434,-0.7486394945160091,-0.8337725007325127,0.28151107728220953,0.6047227120098426,-0.7138944154842786,0.2181155311325607,-0.8101661175112195,-0.5468320942841092,0.7948807504692169,-0.22823034115672156,-0.7678324963463755,0.6394771490691749,1.499800596559166,-0.2514367816401487,-0.6320376222032963,-1.3226168438872847,0.005293844988868927,-1.1354780171831722,-0.08307090302006795,-0.2815930638715408,0.009237674129041768,-0.26473923981973907,0.9656238001885388,0.2789564870301934,-0.4948056456853108,-0.7320579413381529,1.2762477996465984,0.5853966867918609,0.6520513756918654,-0.17125060775203893,0.7337497622524768,2,1,0,Jordan Larsson in Schalke 04,1.0
Nuno Mendes,POR,DF,20.0,2003.0,Paris S-G,0.016917825224019842,5.357413996317995,-2.0883434303605806,-3.5658727456081865,-2.190813528736239,-1.473969411884054,-0.9438933287930489,-0.04087079358528979,0.9874801945809162,-0.27826130475399574,0.5071954759824372,-0.4917417333390941,-0.5351642947962212,-1.880043083036027,0.09642762314268,0.008979599622652896,-0.1560224558440511,-0.02302070999651289,-0.6173438906623104,-0.5229125918719462,0.4911860999146535,1.1331457140408887,-0.498359400085775,-1.5910573880676515,0.48720709130216505,0.4673335191569376,-0.5343035740770908,-0.14271769046039354,-1.003802344034759,0.933020953021795,-0.4244460365323431,0.16896056617727884,0.8997322614351821,0.22047327512566162,-0.818668142632282,0.06497817914144755,0.35374089863968095,-0.8717586531581616,-0.06166469264650588,-0.30201296106881576,-0.8243541310380968,0.32089095582648136,0,0,3,Nuno Mendes in Paris S-G,3.0
Stefan de Vrij,NED,DF,30.0,1993.0,Inter,5.992952846841366,-4.231154867456096,3.102248382221282,-0.6707777123265881,-0.7796658708485251,0.08622068026848889,-0.15991049354397185,0.1818167570568718,0.6385813762106559,-0.3519656906774437,-0.6680456976715435,-1.0516086986011859,0.5679469095669295,-0.9724463539219836,-0.1714465143658759,0.36113202533496613,-0.715564621586163,-1.243511520386166,-0.23859236374486176,-0.35862082954564173,-0.8843906680690964,0.2577562178204091,0.10015565661047358,0.368654058620615,-0.4300752124108006,0.2877622402422624,-0.4670574273400476,-0.7502547328299375,0.2718537005313844,-0.09098690092732381,0.8140110420030875,-0.05539166916999148,-0.0817121384741951,-0.5295595469576505,-0.3365079896718826,0.14848558496382322,-0.8992693587638767,-0.4589527142389452,0.7894807465909138,-0.7832270131181193,0.10283089419213598,-0.3027781504444134,0,0,3,Stefan de Vrij in Inter,0.0
Marco van Ginkel,NED,MF,29.0,1994.0,PSV Eindhoven + Vitesse,-1.3252368955216123,-2.303218995696039,1.0353009678862832,0.20086234047868612,0.40466668430763914,1.5517857732501665,-1.4196551486234494,-2.354571756532244,-1.1098899194734144,1.7355636035283948,0.5195347460501452,-0.37285155873935505,-1.0897334109013637,0.33526226145815513,-0.12630547539615658,-0.433561799440652,0.42313449711273976,-0.2985104804874063,-0.17909730812602428,0.3033596107513693,-0.2745991535434771,-0.627566729248371,1.052420732361326,-0.6303515765528992,-0.020203772546450092,0.04487722258956196,0.5113791774514529,0.8347393385433012,1.2693062004147124,0.6841055377582466,0.5344742053107361,0.023136606935387643,0.7735205194418358,0.3902945917459156,-0.14829494541324395,-1.6303304193476456,0.27369257706810934,-0.13659293922445165,-0.3459063626710215,-0.40255231570007005,-0.6149046038747461,0.08050219348588308,0,3,0,Marco van Ginkel in PSV Eindhoven + Vitesse,4.0
Erhan Mašović,SRB,"DF,MF",23.0,2000.0,Bochum,2.4688679351803207,-6.052661981913146,-1.1025003279886032,1.1917802381027185,1.0646877514764934,-1.7070902868221407,0.3422814015495774,0.3054017058632591,1.4357841106387796,-0.48056772520591173,0.32322625948134753,-1.0552359365828399,0.01368347008659076,0.025692483427488245,1.7397586876082098,0.6629384514028369,0.5899105993265773,-0.5180811571458828,0.9004765081570889,0.2333710479504218,-0.41949869994792494,-0.18129298194545196,0.39896476982301515,0.32974837350837405,0.36740995182063196,-0.04669530845110123,-0.3459813196604269,-0.9077763696460502,0.44538256021950523,0.3339968369603765,0.315144422263957,-0.2800143503107961,0.21901901548203742,0.04416158498225556,0.6141369421997364,-0.3436864850891851,-0.00997579950765539,0.03743687507800477,0.012216184258890702,-0.25758013567578214,-0.26523771049505923,0.01710100495238831,0,1,2,Erhan Mašović in Bochum,0.0
Younes Namli,DEN,"MF,FW",28.0,1995.0,Sparta Rotterdam,-2.061231279833824,3.9603893733850875,0.8538056792368921,-0.24013275957184424,-0.2860647453498346,0.6012399264963871,1.0887482676249856,-2.2620680834013083,1.062296555316091,0.7638806184268879,0.9498707735912839,1.5695774874300839,-1.0707043012746054,0.5580932140899814,-0.15351129840675484,0.255120582723805,0.7117552650501062,0.6129276122194175,-1.0475852103994077,-0.40671802692642095,0.5832774832994198,-0.4645031488823228,-0.012229739255673791,0.11250745812277406,0.184327867063328,0.9018262180034791,0.324877920036823,-0.01698949748214031,0.5816773971486459,0.18634056774185398,0.3961301492348592,-0.9191937500631804,-0.028446326298414513,-0.3784925113124907,-0.6863263947752708,-0.19495350273109097,-0.20880066159554378,-0.6426726016952696,-0.190770248764033,-0.5725071282132823,0.2917911227797998,0.349522430893411,1,2,0,Younes Namli in Sparta Rotterdam,2.0
