"Season","Squad","Comp","Player","Nation","Pos","Age","MP","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","xG_Per_Minutes","xAG_Per_Minutes","xG+xAG_Per_Minutes","npxG_Per_Minutes","npxG+xAG_Per_Minutes","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","xAG","xA","A_minus_xAG","KP","Final_Third","PPA","CrsPA","PrgP","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Att","Live_Pass_Types","Dead_Pass_Types","FK_Pass_Types","TB_Pass_Types","Sw_Pass_Types","Crs_Pass_Types","TI_Pass_Types","CK_Pass_Types","In_Corner_Kicks","Out_Corner_Kicks","Str_Corner_Kicks","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","SCA_SCA","SCA90_SCA","PassLive_SCA_Types","PassDead_SCA_Types","TO_SCA_Types","Sh_SCA_Types","Fld_SCA_Types","Def_SCA_Types","GCA_GCA","GCA90_GCA","PassLive_GCA_Types","PassDead_GCA_Types","TO_GCA_Types","Sh_GCA_Types","Fld_GCA_Types","Def_GCA_Types","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take_Ons","Succ_Take_Ons","Succ_percent_Take_Ons","Tkld_Take_Ons","Tkld_percent_Take_Ons","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial_Duels","Lost_Aerial_Duels","Won_percent_Aerial_Duels"
"2022-2023","Estoril","Primeira Liga","James Lea Siliki","CMR","MF,FW","26",NA,7,803,8.9,3,0,3,3,0,0,9,0,0.9,0.9,0.8,1.7,10,31,46,0.34,0,0.34,0.34,0.34,0.1,0.08,0.19,0.1,0.19,8.9,15,12,7,7,1,7,11,63.6,4,9,2,7,9,24,4,0,165,277,59.6,3332,1061,61,81,75.3,69,100,69,30,78,38.5,0.8,1.4,-0.8,11,27,9,5,31,3,16,6,37.5,1.79,0.67,0.19,0.5,22.2,1,0,0,0.06,2.1,2.1,277,228,47,25,6,4,55,0,21,16,3,1,165,2,9,25,2.8,19,4,1,0,1,0,0,0,0,0,0,0,0,0,381,10,42,171,170,19,381,30,11,36.7,15,50,203,1244,470,10,9,3,19,10,245,46,0,32,25,1,55,12,0,0,0,34,6,2,75
"2022-2023","Estoril","Primeira Liga","Alejandro Marqués","VEN","FW","21",NA,7,655,7.3,3,0,3,3,0,0,1,0,2.2,2.2,0,2.2,1,8,11,0.41,0,0.41,0.41,0.41,0.3,0.01,0.31,0.3,0.31,7.3,5,4,0,4,1,1,5,20,4,6,3,3,3,8,6,0,63,89,70.8,899,142,34,49,69.4,24,30,80,2,4,50,0,0,0,1,4,0,0,8,3,10,3,30,1.37,0.41,0.3,1,10.9,0,0,0,0.23,0.8,0.8,89,77,11,0,1,0,0,0,0,0,0,0,63,1,2,6,0.82,4,0,0,1,1,0,1,0.14,0,0,0,1,0,0,177,8,14,92,73,17,177,16,6,37.5,8,50,96,404,92,1,5,0,30,8,123,11,0,21,11,0,0,4,0,0,0,14,14,35,28.6
"2022-2023","Estoril","Primeira Liga","João Carlos","BRA","FW","27",NA,5,711,7.9,2,1,3,2,0,0,2,0,3.4,3.4,0.9,4.3,7,13,37,0.25,0.13,0.38,0.25,0.38,0.43,0.11,0.55,0.43,0.55,7.9,2,2,0,1,1,1,5,20,4,8,1,7,2,4,9,0,87,148,58.8,1473,299,48,70,68.6,23,42,54.8,13,17,76.5,0.9,0.6,0.1,5,12,2,1,13,2,24,10,41.7,3.04,1.27,0.08,0.2,16.2,1,0,0,0.14,-1.4,-1.4,148,128,17,0,0,3,4,0,0,0,0,0,87,3,7,10,1.27,7,0,1,1,1,0,1,0.13,1,0,0,0,0,0,249,11,20,112,120,32,249,17,5,29.4,11,64.7,124,550,183,7,7,2,24,19,163,37,0,17,12,2,4,2,0,0,0,24,20,38,34.5
"2022-2023","Estoril","Primeira Liga","Shaquil Delos","FRA","DF","23",NA,4,410,4.6,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,11,10,17,0,0,0,0,0,0.01,0.05,0.06,0.01,0.06,4.6,11,8,7,2,2,6,8,75,2,6,2,4,4,15,6,0,132,190,69.5,2243,820,63,75,84,59,83,71.1,9,26,34.6,0.2,0.2,-0.2,3,9,2,1,10,0,2,0,0,0.44,0,0,NA,28.3,0,0,0,0.03,-0.1,-0.1,190,137,53,8,0,1,13,45,0,0,0,0,132,0,5,7,1.54,6,1,0,0,0,0,1,0.22,1,0,0,0,0,0,241,13,73,99,73,3,241,13,6,46.2,6,46.2,104,772,437,11,12,0,8,2,122,17,0,3,11,0,13,8,0,0,0,22,3,4,42.9
"2022-2023","Estoril","Primeira Liga","João Marques","POR","MF","20",NA,4,391,4.3,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.9,14,8,20,0,0,0,0,0,0.12,0.08,0.2,0.12,0.2,4.3,7,2,5,2,0,2,6,33.3,4,6,0,6,0,7,2,0,78,107,72.9,1247,297,37,41,90.2,30,40,75,5,12,41.7,0.3,0.1,-0.3,3,10,2,0,8,0,5,1,20,1.15,0.23,0,0,15.2,0,0,0,0.1,-0.5,-0.5,107,101,6,2,2,1,8,1,3,1,1,0,78,0,4,8,1.84,7,0,0,1,0,0,1,0.23,1,0,0,0,0,0,160,4,25,84,53,9,160,20,9,45,9,45,105,753,356,14,2,3,7,7,106,20,0,9,21,2,8,2,0,0,0,20,7,11,38.9
"2022-2023","Estoril","Primeira Liga","Lucas Áfrico","BRA","DF","27",NA,4,354,3.9,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,3.9,2,1,2,0,0,1,1,100,0,3,2,1,3,5,9,0,154,172,89.5,3183,1164,49,53,92.5,83,89,93.3,22,29,75.9,0,0,0,0,7,0,0,10,0,1,0,0,0.25,0,0,NA,8.6,0,0,0,0.03,0,0,172,167,5,4,0,3,0,1,0,0,0,0,154,0,0,1,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,199,32,124,67,9,5,199,1,0,0,1,100,140,838,584,1,2,0,1,0,151,0,0,4,5,0,0,1,0,0,0,11,8,6,57.1
"2022-2023","Estoril","Primeira Liga","Arthur","BRA","FW,MF","24",NA,4,275,3.1,1,1,2,1,0,0,1,0,1.4,1.4,0.1,1.6,10,7,18,0.33,0.33,0.65,0.33,0.65,0.46,0.05,0.51,0.46,0.51,3.1,5,3,3,2,0,2,6,33.3,4,1,0,1,1,6,1,0,48,71,67.6,868,169,25,32,78.1,17,21,81,6,12,50,0.1,0.5,0.9,2,5,4,0,7,1,6,4,66.7,1.96,1.31,0.17,0.25,16.7,1,0,0,0.24,-0.4,-0.4,71,69,2,0,3,2,5,1,0,0,0,0,48,0,2,8,2.61,5,0,2,1,0,0,5,1.63,4,0,1,0,0,0,96,2,15,43,39,7,96,9,5,55.6,4,44.4,63,463,240,10,2,4,6,6,72,18,0,2,2,1,5,3,0,0,0,9,0,3,0
"2022-2023","Estoril","Primeira Liga","Gonçalo Esteves","POR","DF","18",NA,2,176,2,0,0,0,0,0,0,3,1,0,0,0.1,0.1,3,12,6,0,0,0,0,0,0.03,0.03,0.05,0.03,0.05,2,4,1,3,1,0,3,3,100,0,3,0,3,2,6,3,0,67,90,74.4,1128,453,29,34,85.3,34,41,82.9,3,10,30,0.1,0,-0.1,1,5,1,0,12,0,1,1,100,0.51,0.51,0,0,21.4,0,0,0,0.05,0,0,90,63,27,1,0,0,1,26,0,0,0,0,67,0,4,2,1.02,2,0,0,0,0,0,0,0,0,0,0,0,0,0,121,4,37,60,25,0,121,6,3,50,1,16.7,53,405,155,3,3,0,2,4,57,6,1,4,4,0,1,1,0,0,0,12,1,1,50
"2022-2023","Estoril","Primeira Liga","Gilson Benchimol","CPV","FW","20",NA,1,309,3.4,0,1,1,0,0,0,1,0,0.2,0.2,0.1,0.3,2,3,15,0,0.29,0.29,0,0.29,0.07,0.02,0.09,0.07,0.09,3.4,6,3,2,2,2,2,3,66.7,1,1,0,1,0,6,6,0,43,66,65.2,608,94,27,37,73,11,17,64.7,2,5,40,0.1,0,0.9,3,1,1,0,3,0,4,0,0,1.17,0,0,NA,15.1,0,0,0,0.06,-0.2,-0.2,66,62,4,0,0,0,1,0,0,0,0,0,43,0,2,7,2.04,6,0,0,0,1,0,2,0.58,2,0,0,0,0,0,123,6,20,63,42,10,123,11,1,9.1,7,63.6,61,265,109,2,4,0,12,9,76,15,0,9,5,0,1,3,0,0,0,19,9,14,39.1
"2022-2023","Estoril","Primeira Liga","Serginho","POR","FW,MF","21",NA,1,139,1.5,1,0,1,1,0,0,1,0,0.1,0.1,0,0.1,9,7,8,0.65,0,0.65,0.65,0.65,0.08,0,0.08,0.08,0.08,1.5,5,3,2,3,0,1,3,33.3,2,2,0,2,0,5,1,0,44,64,68.8,770,185,20,24,83.3,18,25,72,4,7,57.1,0,0,0,0,5,0,0,7,1,3,1,33.3,1.94,0.65,0.33,1,14.1,0,0,0,0.04,0.9,0.9,64,55,8,1,0,2,7,3,4,2,0,0,44,1,3,2,1.29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,82,2,9,40,35,8,82,3,2,66.7,1,33.3,41,377,236,9,4,1,1,0,47,8,0,3,0,0,7,3,0,0,0,6,3,0,100
"2022-2023","Estoril","Primeira Liga","Bamidele Isa Yusuf","NGA","FW,MF","21",NA,0,78,0.9,1,0,1,1,0,0,1,0,0.4,0.4,0,0.4,3,3,9,1.15,0,1.15,1.15,1.15,0.41,0,0.41,0.41,0.41,0.9,1,0,1,0,0,0,2,0,2,1,0,1,0,1,0,0,12,23,52.2,178,37,6,8,75,3,7,42.9,2,6,33.3,0,0,0,0,2,1,0,3,1,3,1,33.3,3.46,1.15,0.33,1,16.6,0,0,0,0.12,0.6,0.6,23,22,1,0,0,0,3,0,1,0,0,0,12,0,0,1,1.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,5,13,23,4,40,2,1,50,1,50,22,145,81,3,2,2,7,4,26,9,0,4,0,2,3,0,0,0,0,5,2,4,33.3
"2022-2023","Estoril","Primeira Liga","Mabrouk Rouai","FRA","FW,MF","21",NA,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.05,0.05,0,0.05,0.4,1,0,0,0,1,1,1,100,0,1,1,0,0,1,0,0,7,11,63.6,132,30,4,5,80,2,4,50,1,2,50,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,11,11,0,0,0,1,0,0,0,0,0,0,7,0,0,1,2.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,4,7,3,0,14,0,0,NA,0,NA,6,35,30,1,0,0,1,0,8,0,0,1,1,0,0,0,0,0,0,2,1,0,100
"2022-2023","Estoril","Primeira Liga","Volnei Feltes","BRA","DF","22",NA,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,NA,0,0,0,0,2,2,1,0,3,3,100,61,40,1,1,100,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,6,0,0,0,6,0,0,NA,0,NA,3,5,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,50
"2022-2023","Estoril","Primeira Liga","Elias Achouri","TUN","MF","23",NA,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0,3,6,50,49,0,2,3,66.7,1,2,50,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,6,5,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,2,4,0,9,0,0,NA,0,NA,4,31,19,1,1,0,1,0,6,1,0,0,1,1,0,0,0,0,0,0,1,0,100
"2022-2023","Portimonense","Primeira Liga","Filipe Relvas","POR","DF","22",NA,33,2867,31.9,0,1,1,0,0,0,4,0,2,2,0.8,2.8,15,110,24,0,0.03,0.03,0,0.03,0.06,0.02,0.09,0.06,0.09,31.9,50,30,27,19,4,21,30,70,9,46,24,22,57,107,137,0,1471,1805,81.5,30767,11786,443,515,86,783,891,87.9,226,340,66.5,0.8,1.7,0.2,13,110,14,5,110,0,17,4,23.5,0.53,0.13,0,0,9.5,0,0,0,0.12,-2,-2,1805,1617,178,56,0,20,26,122,0,0,0,0,1471,10,9,41,1.29,30,3,0,4,2,2,3,0.09,3,0,0,0,0,0,2179,244,1079,944,168,28,2179,20,10,50,8,40,1069,4878,2680,15,7,2,18,4,1269,24,0,19,14,3,26,30,1,0,1,155,105,35,75
"2022-2023","Portimonense","Primeira Liga","Fahd Moufi","MAR","DF","26",NA,31,2635,29.3,1,2,3,1,0,0,4,1,1.3,1.3,2.8,4.1,56,78,175,0.03,0.07,0.1,0.03,0.1,0.05,0.09,0.14,0.05,0.14,29.3,29,19,16,11,2,17,28,60.7,11,46,17,29,45,74,69,0,1003,1417,70.8,17104,6182,478,567,84.3,414,557,74.3,85,197,43.1,2.8,2.9,-0.8,33,65,31,20,78,1,17,3,17.6,0.58,0.1,0.06,0.33,15,0,0,0,0.08,-0.3,-0.3,1417,1068,348,19,4,3,118,329,0,0,0,0,1003,1,44,69,2.36,49,8,6,1,4,1,5,0.17,5,0,0,0,0,0,1760,110,462,730,580,47,1760,54,18,33.3,24,44.4,749,3790,1764,56,35,9,48,13,915,175,0,30,52,5,118,19,0,0,0,154,63,41,60.6
"2022-2023","Portimonense","Primeira Liga","Pedrão","BRA","DF","25",NA,29,2582,28.7,2,0,2,2,0,0,12,0,2.7,2.7,1.7,4.4,22,106,23,0.07,0,0.07,0.07,0.07,0.09,0.06,0.15,0.09,0.15,28.7,40,25,31,6,3,21,39,53.8,18,39,16,23,39,79,117,2,1256,1546,81.2,26258,10604,363,417,87.1,694,753,92.2,183,328,55.8,1.7,1.4,-1.7,11,109,10,1,106,2,22,6,27.3,0.77,0.21,0.09,0.33,13.3,0,0,0,0.12,-0.7,-0.7,1546,1471,72,38,6,19,12,34,0,0,0,0,1256,3,18,36,1.25,31,0,2,1,1,1,0,0,0,0,0,0,0,0,1834,221,959,766,129,30,1834,22,17,77.3,4,18.2,1033,5144,2924,22,23,7,11,9,1165,23,0,41,20,1,12,25,1,0,0,195,55,16,77.5
"2022-2023","Portimonense","Primeira Liga","Moustapha Seck","SEN","DF,FW","26",NA,27,2243,24.9,0,1,1,0,0,0,9,1,0.5,0.5,2.6,3,54,62,123,0,0.04,0.04,0,0.04,0.02,0.1,0.12,0.02,0.12,24.9,52,35,24,19,9,31,51,60.8,20,26,8,18,31,83,40,2,610,963,63.3,10448,4431,287,356,80.6,246,361,68.1,61,163,37.4,2.6,2.6,-1.6,20,45,24,21,62,0,13,4,30.8,0.52,0.16,0,0,22,2,0,0,0.04,-0.5,-0.5,963,724,230,24,3,0,129,189,17,12,3,0,610,9,41,49,1.96,32,10,2,1,2,2,3,0.12,3,0,0,0,0,0,1242,69,296,552,412,14,1242,49,14,28.6,22,44.9,563,3503,1861,54,44,4,42,14,645,123,1,40,33,2,129,35,0,0,0,126,41,25,62.1
"2022-2023","Portimonense","Primeira Liga","Welinton Júnior","BRA","FW","29",NA,24,2060,22.9,6,0,6,5,1,2,9,0,8.9,7.3,2.2,9.4,40,49,153,0.26,0,0.26,0.22,0.22,0.39,0.09,0.48,0.32,0.41,22.9,18,7,2,11,5,5,27,18.5,22,10,0,10,6,24,7,1,280,406,69,3987,922,156,198,78.8,91,119,76.5,15,23,65.2,2.2,1.4,-2.2,12,32,12,3,49,6,93,28,30.1,4.06,1.22,0.05,0.18,18.8,1,1,2,0.08,-2.9,-2.3,406,366,37,6,1,4,14,2,1,0,0,0,280,3,25,51,2.23,28,0,4,13,6,0,4,0.17,2,0,0,1,1,0,753,9,40,309,408,96,751,72,25,34.7,40,55.6,460,2428,1022,40,30,13,93,40,558,153,0,37,51,15,14,7,2,0,0,62,20,58,25.6
"2022-2023","Portimonense","Primeira Liga","Paulo Estrela Moreira","POR","MF","23",NA,19,1510,16.8,2,1,3,1,1,2,5,0,1.9,0.3,2.6,2.9,5,90,8,0.12,0.06,0.18,0.06,0.12,0.11,0.16,0.27,0.02,0.18,16.8,39,19,10,28,1,15,39,38.5,24,25,5,20,35,74,28,0,675,861,78.4,13895,4496,233,275,84.7,304,354,85.9,127,199,63.8,2.6,3.2,-1.6,36,81,9,6,90,2,9,3,33.3,0.54,0.18,0.11,0.33,29.7,2,1,2,0.04,0.1,0.7,861,753,104,41,7,12,74,6,56,30,17,0,675,4,9,57,3.39,30,26,0,0,1,0,3,0.18,2,1,0,0,0,0,1027,33,186,664,184,4,1025,4,2,50,1,25,445,1988,981,5,4,0,9,5,577,8,0,27,12,1,74,19,0,0,0,94,13,9,59.1
"2022-2023","Portimonense","Primeira Liga","Yago Cariello","BRA","FW","23",NA,16,1372,15.2,3,1,4,3,0,0,4,0,5.9,5.9,1.1,7,14,9,70,0.2,0.07,0.26,0.2,0.26,0.39,0.07,0.46,0.39,0.46,15.2,11,6,2,4,5,5,14,35.7,9,14,1,13,2,13,18,0,172,279,61.6,2123,299,112,156,71.8,40,70,57.1,5,10,50,1.1,0.6,-0.1,17,12,2,0,9,3,43,15,34.9,2.82,0.98,0.07,0.2,14.6,0,0,0,0.14,-2.9,-2.9,279,249,29,0,0,2,3,3,0,0,0,0,172,1,10,30,1.97,20,0,2,4,3,1,3,0.2,1,0,0,0,1,1,476,21,35,212,230,59,476,24,8,33.3,14,58.3,242,1010,383,14,16,5,52,22,351,70,0,30,29,13,3,6,1,0,0,36,56,67,45.5
"2022-2023","Portimonense","Primeira Liga","Lamine Diaby","FRA","MF","25",NA,15,1411,15.7,1,0,1,1,0,0,4,0,1.2,1.2,0.4,1.6,12,51,12,0.06,0,0.06,0.06,0.06,0.07,0.03,0.1,0.07,0.1,15.7,33,17,16,14,3,11,23,47.8,12,16,6,10,21,54,46,2,454,553,82.1,8785,2420,161,190,84.7,232,257,90.3,52,72,72.2,0.4,0.3,-0.4,7,43,3,0,51,1,17,4,23.5,1.08,0.26,0.06,0.25,18.1,0,0,0,0.07,-0.2,-0.2,553,534,18,15,0,3,5,1,0,0,0,0,454,1,13,20,1.28,14,0,2,3,0,1,2,0.13,2,0,0,0,0,0,761,69,238,439,101,16,761,38,27,71.1,8,21.1,404,1856,795,12,7,3,30,18,445,12,0,34,22,3,5,17,0,1,0,114,40,23,63.5
"2022-2023","Portimonense","Primeira Liga","Park Ji-soo","KOR","DF","28",NA,14,1200,13.3,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,2,33,2,0,0.07,0.07,0,0.07,0.01,0.04,0.05,0.01,0.05,13.3,26,20,14,11,1,14,19,73.7,5,15,10,5,6,32,54,1,540,665,81.2,10943,4425,167,183,91.3,304,338,89.9,66,127,52,0.6,0.5,0.4,2,28,2,0,33,0,2,1,50,0.15,0.07,0,0,12.2,0,0,0,0.05,-0.1,-0.1,665,613,49,29,2,9,1,20,0,0,0,0,540,3,6,10,0.75,8,1,0,0,0,1,1,0.07,1,0,0,0,0,0,783,115,443,323,19,7,783,4,2,50,0,0,408,1780,880,2,4,0,6,2,505,2,0,3,15,1,1,20,0,0,0,65,28,17,62.2
"2022-2023","Portimonense","Primeira Liga","Zié Mohamed Ouattara","CIV","FW,MF","22",NA,12,1163,12.9,1,0,1,1,0,0,4,0,0.7,0.7,1.3,2.1,32,46,57,0.08,0,0.08,0.08,0.08,0.06,0.1,0.16,0.06,0.16,12.9,28,16,15,12,1,11,18,61.1,7,18,3,15,14,42,22,0,394,536,73.5,6610,2033,184,219,84,159,204,77.9,40,78,51.3,1.3,1.3,-1.3,16,26,11,4,46,1,8,3,37.5,0.62,0.23,0.13,0.33,14.6,0,0,0,0.09,0.3,0.3,536,479,54,12,1,2,40,30,12,3,5,0,394,3,12,30,2.32,24,2,1,3,0,0,2,0.15,0,0,0,2,0,0,674,22,172,290,220,21,674,20,12,60,7,35,363,2340,1201,32,22,5,25,15,401,57,0,10,7,1,40,16,0,1,0,69,18,16,52.9
"2022-2023","Portimonense","Primeira Liga","Luquinha","BRA","MF,FW","21",NA,11,1170,13,2,1,3,1,1,1,2,0,1.9,1.1,1.8,3,20,68,61,0.15,0.08,0.23,0.08,0.15,0.15,0.14,0.29,0.09,0.23,13,17,12,9,2,6,8,18,44.4,10,21,2,19,1,18,3,0,408,527,77.4,6211,1867,216,254,85,145,173,83.8,25,52,48.1,1.8,2.1,-0.8,28,54,16,4,68,2,16,4,25,1.23,0.31,0.06,0.25,19.2,0,1,1,0.07,0.1,-0.1,527,486,35,9,3,1,39,2,24,18,4,0,408,6,14,57,4.38,41,8,2,4,1,1,3,0.23,2,0,0,0,1,0,652,5,52,329,279,28,651,22,11,50,10,45.5,356,1764,889,20,22,3,24,16,440,61,0,26,17,0,39,12,1,0,0,74,10,14,41.7
"2022-2023","Portimonense","Primeira Liga","Maurício","BRA","MF","33",NA,11,993,11,3,0,3,3,0,0,2,0,0.6,0.6,0.2,0.8,2,51,15,0.27,0,0.27,0.27,0.27,0.06,0.02,0.08,0.06,0.08,11,22,16,6,14,2,10,27,37,17,16,4,12,15,37,11,0,444,502,88.4,7455,1822,207,228,90.8,181,195,92.8,38,50,76,0.2,0.2,-0.2,6,41,4,2,51,3,8,3,37.5,0.73,0.27,0.38,1,25.5,1,0,0,0.08,2.4,2.4,502,472,27,19,1,3,5,3,1,0,1,0,444,3,5,21,1.9,16,0,0,1,3,1,1,0.09,0,0,0,0,1,0,614,19,138,394,89,5,614,12,3,25,4,33.3,305,1393,551,2,6,0,12,11,407,15,0,23,29,0,5,16,0,0,0,85,11,5,68.8
"2022-2023","Portimonense","Primeira Liga","Pedro Sá","POR","MF","28",NA,11,740,8.2,0,1,1,0,0,0,2,1,0.1,0.1,0.4,0.5,1,33,7,0,0.12,0.12,0,0.12,0.01,0.05,0.06,0.01,0.06,8.2,11,3,2,7,2,7,27,25.9,20,7,3,4,6,17,20,0,266,348,76.4,4849,1328,103,125,82.4,119,138,86.2,34,60,56.7,0.4,0.4,0.6,4,22,3,0,33,0,2,0,0,0.24,0,0,NA,28.1,0,0,0,0.03,-0.1,-0.1,348,333,12,11,1,1,2,1,0,0,0,0,266,3,5,11,1.34,5,1,1,0,4,0,1,0.12,1,0,0,0,0,0,417,18,78,293,47,3,417,4,2,50,1,25,174,600,264,1,3,0,5,6,267,7,0,20,5,0,2,3,0,0,0,37,14,10,58.3
"2022-2023","Portimonense","Primeira Liga","Yony González","COL","FW,MF","28",NA,10,969,10.8,0,1,1,0,0,0,1,0,0.6,0.6,1,1.6,12,21,57,0,0.09,0.09,0,0.09,0.06,0.09,0.15,0.06,0.15,10.8,12,10,6,5,1,3,9,33.3,6,9,2,7,4,16,12,0,177,238,74.4,2469,538,105,126,83.3,52,71,73.2,7,16,43.8,1,0.6,0,13,9,8,1,21,0,11,3,27.3,1.02,0.28,0,0,16.6,0,0,0,0.06,-0.6,-0.6,238,234,3,0,1,2,18,1,0,0,0,0,177,1,4,23,2.13,19,0,1,1,2,0,0,0,0,0,0,0,0,0,352,10,56,119,180,30,352,37,13,35.1,16,43.2,201,1012,409,12,9,7,22,14,242,57,0,10,14,11,18,10,0,0,0,42,13,14,48.1
"2022-2023","Portimonense","Primeira Liga","Gustavo Klismahn","BRA","MF","22",NA,9,699,7.8,0,1,1,0,0,0,4,0,0.4,0.4,0.5,0.9,7,17,26,0,0.13,0.13,0,0.13,0.06,0.06,0.12,0.06,0.12,7.8,15,8,3,9,3,2,8,25,6,11,1,10,3,18,8,1,172,236,72.9,2514,832,93,112,83,60,77,77.9,10,28,35.7,0.5,0.4,0.5,3,17,4,3,17,0,5,0,0,0.64,0,0,NA,23.1,1,0,0,0.09,-0.4,-0.4,236,219,15,2,0,0,23,1,12,11,0,0,172,2,6,8,1.03,6,1,1,0,0,0,1,0.13,1,0,0,0,0,0,319,12,62,149,114,8,319,11,3,27.3,7,63.6,155,837,370,7,7,1,18,2,178,26,0,25,7,0,23,8,0,1,0,46,8,7,53.3
"2022-2023","Portimonense","Primeira Liga","Rui Gomes","POR","MF,FW","24",NA,8,1073,11.9,1,1,2,1,0,0,6,0,1.4,1.4,3.2,4.6,38,45,83,0.08,0.08,0.17,0.08,0.17,0.12,0.27,0.39,0.12,0.39,11.9,17,9,6,8,3,10,24,41.7,14,14,1,13,10,27,9,0,282,412,68.4,4483,1299,139,165,84.2,103,142,72.5,24,56,42.9,3.2,3.3,-2.2,26,24,18,6,45,1,23,8,34.8,1.93,0.67,0.04,0.13,20.5,1,0,0,0.06,-0.4,-0.4,412,353,56,14,6,1,66,14,27,14,7,0,282,3,24,52,4.37,37,9,2,4,0,0,4,0.34,2,0,1,1,0,0,590,9,81,238,286,34,590,65,29,44.6,33,50.8,320,2278,1087,38,29,10,29,28,366,83,0,22,10,3,66,9,0,0,0,68,10,16,38.5
"2022-2023","Portimonense","Primeira Liga","Carlinhos","BRA","MF","28",NA,8,683,7.6,0,0,0,0,0,0,2,0,0.4,0.4,0.9,1.3,10,58,18,0,0,0,0,0,0.05,0.12,0.17,0.05,0.17,7.6,11,9,3,5,3,7,11,63.6,4,8,2,6,1,12,5,0,344,411,83.7,6230,2197,153,170,90,144,160,90,38,59,64.4,0.9,1,-0.9,10,50,7,0,58,0,13,3,23.1,1.71,0.4,0,0,29.3,1,0,0,0.03,-0.4,-0.4,411,382,29,18,3,5,10,3,6,2,3,0,344,0,8,17,2.24,13,4,0,0,0,0,2,0.26,2,0,0,0,0,0,488,9,74,315,102,2,488,23,10,43.5,12,52.2,298,1948,751,10,8,1,17,14,366,18,0,13,8,0,10,9,0,0,0,39,1,2,33.3
