Player,Nation,Age,Born,MP_Playing,Starts_Playing,Min_Playing,Gls,Ast,PK,PKatt,xG_Expected,npxG_Expected,xAG_Expected,PrgC_Progression,PrgP_Progression,PrgR_Progression,Mins_Per_90,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Lost_Challenges,Sh_Blocks,Pass_Blocks,Int,Clr,Err,Cmp_Total,Att_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_Medium,Att_Medium,Cmp_Long,Att_Long,xA,KP,Final_Third,PPA,CrsPA,Sh_Standard,SoT_Standard,Dist_Standard,FK_Standard,Att,Live_Pass,Dead_Pass,FK_Pass,TB_Pass,Sw_Pass,Crs_Pass,TI_Pass,CK_Pass,In_Corner,Out_Corner,Str_Corner,Cmp_Outcomes,Off_Outcomes,Blocks_Outcomes,SCA_SCA,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Att_Take,Succ_Take,Tkld_Take,Carries_Carries,TotDist_Carries,PrgDist_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,Won_Aerial,Lost_Aerial,Pos,Squad
Abbas Ibrahim,NGA,24,1999,7.0,3,328,0,0,0,0,0.0,0.0,0.1,7.0,20.0,6.0,3.6,6.0,4,3.0,3.0,0.0,4.0,7.0,3.0,2.0,5.0,4,3.0,2.0,162.0,181.0,2681.0,638.0,82.0,84.0,65.0,74.0,11.0,16.0,0.1,1.0,19.0,0.0,0.0,1,0,34.0,0.0,181.0,175.0,6.0,5.0,0.0,2.0,3,1.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,5.0,47.0,149.0,29.0,0.0,220.0,4.0,4.0,0.0,122.0,661.0,288.0,4.0,0.0,6.0,2.0,148.0,6,6,0,3,0.0,0.0,0,29.0,3.0,3.0,"MF,DF",Paços de Ferreira
Abdul Fatawu Issahaku,GHA,18,2005,6.0,1,118,0,0,0,0,0.4,0.4,0.1,8.0,4.0,21.0,1.3,1.0,0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,1.0,2,1.0,0.0,43.0,70.0,621.0,215.0,27.0,34.0,14.0,19.0,1.0,10.0,0.1,1.0,1.0,2.0,1.0,4,1,21.6,0.0,70.0,56.0,14.0,0.0,0.0,0.0,10,14.0,0.0,0.0,0.0,0.0,43.0,0.0,2.0,6.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,99.0,3.0,13.0,19.0,68.0,5.0,99.0,15.0,6.0,7.0,61.0,376.0,174.0,3.0,4.0,4.0,1.0,60.0,3,6,0,10,1.0,0.0,0,6.0,2.0,4.0,"DF,MF",Sporting CP
Abdul-Aziz Yakubu,GHA,23,2000,17.0,16,1281,7,3,2,2,3.8,2.2,1.6,20.0,12.0,88.0,14.2,4.0,3,1.0,2.0,1.0,1.0,3.0,2.0,1.0,5.0,4,17.0,0.0,157.0,238.0,1980.0,269.0,102.0,125.0,44.0,72.0,4.0,12.0,0.7,8.0,7.0,4.0,1.0,20,12,16.8,0.0,238.0,209.0,29.0,0.0,0.0,1.0,18,2.0,0.0,0.0,0.0,0.0,157.0,0.0,12.0,17.0,13.0,0.0,2.0,1.0,1.0,0.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,364.0,14.0,30.0,130.0,209.0,46.0,362.0,21.0,7.0,11.0,190.0,1086.0,408.0,15.0,9.0,33.0,15.0,256.0,20,19,13,18,1.0,0.0,0,24.0,15.0,39.0,FW,Rio Ave
Abel Ruiz,ESP,22,2001,34.0,26,2074,8,6,0,0,7.6,7.6,3.2,51.0,28.0,180.0,23.0,13.0,7,4.0,7.0,2.0,5.0,19.0,14.0,2.0,16.0,7,9.0,0.0,392.0,513.0,4876.0,648.0,258.0,301.0,77.0,106.0,18.0,27.0,2.8,31.0,6.0,15.0,4.0,50,20,13.6,0.0,513.0,493.0,16.0,0.0,3.0,3.0,19,7.0,0.0,0.0,0.0,0.0,392.0,4.0,19.0,64.0,56.0,1.0,2.0,4.0,0.0,1.0,14.0,11.0,0.0,2.0,1.0,0.0,0.0,707.0,13.0,39.0,194.0,479.0,156.0,707.0,28.0,13.0,14.0,414.0,2337.0,1080.0,24.0,30.0,53.0,25.0,535.0,19,9,10,19,0.0,0.0,0,53.0,17.0,41.0,FW,Braga
Abraham Marcus,NGA,22,2001,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,3.0,27.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,3.0,33.0,15.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,FW,Porto
Aderlan Santos,BRA,33,1990,32.0,32,2821,1,0,0,0,1.6,1.6,0.2,3.0,57.0,0.0,31.3,55.0,35,35.0,20.0,0.0,22.0,34.0,12.0,27.0,14.0,53,167.0,1.0,1568.0,1798.0,31039.0,12403.0,451.0,495.0,940.0,985.0,159.0,276.0,0.5,4.0,50.0,1.0,0.0,21,6,19.5,1.0,1798.0,1755.0,37.0,36.0,1.0,2.0,1,1.0,0.0,0.0,0.0,0.0,1568.0,6.0,8.0,25.0,22.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2177.0,268.0,1174.0,970.0,39.0,25.0,2177.0,7.0,4.0,1.0,1114.0,4525.0,2221.0,3.0,0.0,9.0,2.0,1440.0,34,13,1,1,0.0,0.0,1,156.0,94.0,64.0,DF,Rio Ave
Adewele Sapara,NGA,27,1996,0.0,1,117,0,0,0,0,0.1,0.1,0.1,1.0,3.0,4.0,1.3,5.0,4,4.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,3,2.0,0.0,32.0,39.0,656.0,164.0,14.0,15.0,10.0,12.0,7.0,9.0,0.0,2.0,2.0,1.0,1.0,1,0,9.4,0.0,39.0,36.0,2.0,0.0,0.0,1.0,6,0.0,1.0,0.0,1.0,0.0,32.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,3.0,17.0,25.0,14.0,2.0,56.0,2.0,0.0,2.0,33.0,141.0,51.0,2.0,0.0,3.0,2.0,26.0,3,1,0,6,0.0,0.0,0,11.0,1.0,6.0,"FW,MF",Portimonense
Adriano,BRA,22,2001,31.0,27,2205,1,1,0,0,0.8,0.8,0.9,16.0,83.0,17.0,24.5,50.0,31,19.0,30.0,1.0,31.0,50.0,19.0,13.0,21.0,26,52.0,0.0,798.0,986.0,15449.0,5668.0,304.0,348.0,365.0,411.0,108.0,178.0,0.9,14.0,85.0,7.0,1.0,9,2,22.5,0.0,986.0,931.0,49.0,43.0,7.0,6.0,4,5.0,0.0,0.0,0.0,0.0,798.0,6.0,18.0,40.0,35.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1230.0,119.0,458.0,693.0,103.0,13.0,1230.0,33.0,21.0,10.0,631.0,3262.0,1608.0,19.0,1.0,15.0,18.0,698.0,30,22,2,4,0.0,1.0,0,201.0,10.0,21.0,"MF,DF",Santa Clara
Adrián Butzke,ESP,23,2000,26.0,13,1335,6,1,1,1,6.4,5.6,1.6,13.0,28.0,61.0,14.8,9.0,6,2.0,2.0,5.0,1.0,7.0,6.0,2.0,5.0,3,14.0,0.0,254.0,344.0,3474.0,576.0,157.0,195.0,70.0,98.0,11.0,18.0,0.6,21.0,23.0,10.0,1.0,54,16,13.1,0.0,344.0,314.0,27.0,1.0,2.0,2.0,4,0.0,0.0,0.0,0.0,0.0,254.0,3.0,0.0,29.0,26.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,505.0,15.0,33.0,251.0,229.0,83.0,504.0,20.0,8.0,9.0,286.0,1165.0,499.0,13.0,6.0,30.0,18.0,381.0,19,18,4,4,1.0,0.0,0,33.0,67.0,61.0,FW,Paços de Ferreira
Adrián Marín,ESP,25,1998,0.0,29,2570,0,0,0,0,0.4,0.4,2.4,60.0,177.0,122.0,28.6,63.0,38,37.0,20.0,6.0,35.0,54.0,19.0,5.0,25.0,31,78.0,0.0,1190.0,1624.0,21028.0,9997.0,544.0,622.0,522.0,670.0,107.0,250.0,3.2,26.0,123.0,38.0,10.0,7,0,16.1,0.0,1624.0,1306.0,310.0,29.0,4.0,18.0,77,281.0,0.0,0.0,0.0,0.0,1190.0,8.0,33.0,61.0,55.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1921.0,110.0,528.0,932.0,468.0,24.0,1921.0,46.0,21.0,20.0,952.0,4387.0,2638.0,34.0,4.0,17.0,10.0,1065.0,35,11,1,77,0.0,0.0,0,164.0,42.0,34.0,DF,Gil Vicente FC
Afonso Taira,POR,30,1993,0.0,26,2095,0,1,0,0,0.4,0.4,1.5,20.0,141.0,31.0,23.3,94.0,55,40.0,51.0,3.0,39.0,80.0,41.0,5.0,39.0,35,29.0,0.0,753.0,1011.0,13148.0,4631.0,350.0,427.0,313.0,396.0,73.0,129.0,1.5,28.0,97.0,15.0,2.0,13,2,25.2,0.0,1011.0,974.0,33.0,31.0,7.0,8.0,9,0.0,1.0,0.0,0.0,0.0,753.0,4.0,25.0,61.0,50.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1296.0,49.0,307.0,807.0,211.0,14.0,1296.0,52.0,22.0,24.0,595.0,2715.0,1332.0,28.0,3.0,22.0,16.0,738.0,53,31,0,9,0.0,0.0,0,197.0,25.0,19.0,MF,Casa Pia
Afonso freitas,POR,22,2001,26.0,25,1930,1,2,0,0,0.5,0.5,0.9,36.0,58.0,81.0,21.4,28.0,19,15.0,11.0,2.0,17.0,28.0,11.0,8.0,8.0,18,49.0,0.0,603.0,841.0,9681.0,4401.0,314.0,375.0,236.0,328.0,41.0,93.0,1.6,17.0,47.0,11.0,7.0,9,4,16.5,0.0,841.0,661.0,179.0,13.0,4.0,4.0,41,166.0,0.0,0.0,0.0,0.0,603.0,1.0,22.0,35.0,30.0,2.0,0.0,1.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1012.0,63.0,270.0,480.0,272.0,20.0,1012.0,13.0,6.0,7.0,462.0,2304.0,1312.0,25.0,1.0,23.0,5.0,556.0,30,24,2,41,0.0,0.0,0,74.0,30.0,28.0,"DF,MF",Vitória Guimarães
Alan Ruiz,ARG,28,1995,0.0,31,2490,3,2,0,0,2.8,2.8,4.3,38.0,174.0,96.0,27.7,39.0,24,13.0,25.0,1.0,21.0,45.0,24.0,4.0,14.0,9,23.0,1.0,1044.0,1362.0,19389.0,5451.0,476.0,559.0,381.0,468.0,161.0,258.0,3.7,39.0,126.0,29.0,3.0,67,19,26.9,6.0,1362.0,1274.0,77.0,45.0,21.0,27.0,60,3.0,29.0,23.0,2.0,0.0,1044.0,11.0,22.0,86.0,67.0,5.0,6.0,1.0,6.0,1.0,8.0,6.0,0.0,1.0,1.0,0.0,0.0,1676.0,38.0,223.0,989.0,491.0,29.0,1676.0,99.0,51.0,38.0,1010.0,5070.0,2256.0,44.0,4.0,55.0,39.0,1274.0,62,73,4,60,1.0,0.0,0,135.0,73.0,71.0,MF,Arouca
Alejandro Alvarado Jr.,USA,19,2004,5.0,0,71,0,0,0,0,0.8,0.8,0.0,3.0,2.0,4.0,0.8,2.0,0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0,1.0,0.0,10.0,19.0,152.0,57.0,4.0,8.0,4.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3,2,9.2,0.0,19.0,19.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,7.0,14.0,17.0,4.0,36.0,8.0,4.0,4.0,21.0,161.0,74.0,2.0,0.0,3.0,0.0,23.0,3,0,0,1,0.0,0.0,0,5.0,2.0,3.0,"FW,MF",Vizela
Alejandro Marqués,VEN,21,2002,0.0,7,655,3,0,0,0,2.2,2.2,0.0,1.0,8.0,11.0,7.3,5.0,4,0.0,4.0,1.0,1.0,5.0,4.0,3.0,3.0,3,6.0,0.0,63.0,89.0,899.0,142.0,34.0,49.0,24.0,30.0,2.0,4.0,0.0,1.0,4.0,0.0,0.0,10,3,10.9,0.0,89.0,77.0,11.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,63.0,1.0,2.0,6.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,177.0,8.0,14.0,92.0,73.0,17.0,177.0,16.0,6.0,8.0,96.0,404.0,92.0,5.0,0.0,30.0,8.0,123.0,21,11,0,0,0.0,0.0,0,14.0,14.0,35.0,FW,Estoril
Alemão,BRA,19,2004,0.0,4,363,0,0,0,0,0.0,0.0,0.0,1.0,11.0,0.0,4.0,11.0,9,7.0,4.0,0.0,5.0,10.0,5.0,4.0,2.0,6,24.0,0.0,209.0,244.0,3964.0,1677.0,79.0,82.0,102.0,112.0,24.0,39.0,0.0,0.0,10.0,0.0,0.0,0,0,0.0,0.0,244.0,224.0,19.0,8.0,0.0,1.0,0,11.0,0.0,0.0,0.0,0.0,209.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,46.0,172.0,122.0,4.0,1.0,297.0,0.0,0.0,0.0,161.0,977.0,460.0,1.0,0.0,5.0,1.0,182.0,5,2,0,0,0.0,0.0,0,20.0,9.0,9.0,DF,Portimonense
Alexander Bah,DEN,24,1999,28.0,21,1879,1,4,0,0,0.4,0.4,5.4,59.0,118.0,163.0,20.9,59.0,34,25.0,28.0,6.0,28.0,47.0,19.0,5.0,28.0,36,29.0,1.0,1230.0,1561.0,20497.0,7421.0,578.0,668.0,517.0,627.0,97.0,172.0,4.2,32.0,107.0,47.0,22.0,9,2,22.8,0.0,1561.0,1310.0,245.0,27.0,2.0,3.0,85,217.0,1.0,0.0,0.0,0.0,1230.0,6.0,31.0,65.0,54.0,4.0,2.0,0.0,3.0,2.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,1812.0,51.0,363.0,826.0,634.0,27.0,1812.0,37.0,9.0,17.0,849.0,4058.0,2136.0,43.0,6.0,27.0,9.0,1117.0,33,39,1,85,2.0,0.0,1,118.0,36.0,32.0,DF,Benfica
Alexander Schmidt,AUT,24,1999,10.0,3,321,0,0,0,0,1.3,1.3,0.7,1.0,7.0,22.0,3.6,2.0,2,0.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,2,5.0,0.0,43.0,76.0,634.0,183.0,28.0,42.0,12.0,20.0,3.0,6.0,0.2,5.0,5.0,3.0,0.0,14,6,14.1,0.0,76.0,70.0,4.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,43.0,2.0,3.0,11.0,7.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,6.0,9.0,53.0,64.0,19.0,125.0,4.0,2.0,2.0,48.0,173.0,74.0,5.0,1.0,8.0,8.0,83.0,4,3,2,0,0.0,0.0,0,9.0,13.0,23.0,FW,Vizela
Alexandre Guedes,POR,28,1995,16.0,10,791,1,1,1,1,2.5,1.8,0.7,7.0,10.0,29.0,8.8,7.0,5,3.0,2.0,2.0,2.0,7.0,5.0,2.0,0.0,2,6.0,0.0,102.0,149.0,1527.0,284.0,58.0,74.0,30.0,44.0,8.0,12.0,0.2,9.0,4.0,2.0,1.0,19,5,13.9,0.0,149.0,133.0,14.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,102.0,2.0,4.0,18.0,11.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,258.0,6.0,25.0,128.0,107.0,39.0,257.0,15.0,4.0,11.0,161.0,754.0,272.0,9.0,5.0,26.0,20.0,196.0,11,15,5,4,0.0,0.0,0,20.0,27.0,52.0,FW,Paços de Ferreira
Alexandre Penetra,POR,20,2003,0.0,29,2512,2,2,0,0,1.2,1.2,1.9,22.0,89.0,75.0,27.9,50.0,36,34.0,14.0,2.0,28.0,49.0,21.0,13.0,15.0,32,59.0,0.0,1087.0,1448.0,21484.0,9305.0,399.0,455.0,527.0,658.0,152.0,283.0,1.6,21.0,84.0,27.0,20.0,19,4,16.0,0.0,1448.0,1204.0,240.0,48.0,1.0,31.0,81,192.0,0.0,0.0,0.0,0.0,1087.0,4.0,18.0,50.0,39.0,4.0,0.0,1.0,4.0,2.0,9.0,8.0,0.0,0.0,0.0,1.0,0.0,1661.0,105.0,677.0,727.0,268.0,25.0,1661.0,10.0,5.0,5.0,704.0,2718.0,1396.0,14.0,0.0,16.0,3.0,986.0,14,15,0,81,0.0,0.0,0,102.0,44.0,40.0,DF,Famalicão
Alexis Méndez,USA,21,2002,30.0,12,1418,1,2,0,0,1.5,1.5,2.0,14.0,79.0,48.0,15.8,40.0,18,14.0,19.0,7.0,14.0,29.0,15.0,1.0,12.0,16,15.0,0.0,499.0,659.0,8166.0,3098.0,251.0,302.0,177.0,219.0,49.0,95.0,1.8,19.0,75.0,17.0,6.0,28,10,23.5,4.0,659.0,600.0,58.0,28.0,1.0,3.0,52,7.0,22.0,16.0,5.0,0.0,499.0,1.0,11.0,46.0,35.0,4.0,2.0,3.0,0.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,831.0,22.0,156.0,450.0,231.0,15.0,831.0,25.0,13.0,10.0,388.0,1768.0,769.0,12.0,1.0,28.0,13.0,498.0,24,17,0,52,0.0,0.0,0,101.0,12.0,11.0,"MF,FW",Vizela
Alfa Semedo,GNB,24,1999,1.0,0,26,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,1.0,1,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0,1.0,0.0,11.0,11.0,199.0,69.0,2.0,2.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,5.0,9.0,1.0,0.0,14.0,0.0,0.0,0.0,9.0,25.0,9.0,0.0,0.0,0.0,1.0,8.0,2,0,0,0,0.0,0.0,0,4.0,0.0,0.0,MF,Vitória Guimarães
Ali Alipour,IRN,26,1997,0.0,5,527,2,1,0,0,2.0,2.0,1.1,7.0,8.0,61.0,5.9,6.0,3,1.0,4.0,1.0,5.0,9.0,4.0,0.0,7.0,1,2.0,1.0,104.0,156.0,1394.0,227.0,70.0,88.0,31.0,46.0,2.0,5.0,0.8,5.0,3.0,2.0,0.0,15,10,13.0,0.0,156.0,153.0,3.0,0.0,0.0,1.0,9,3.0,0.0,0.0,0.0,0.0,104.0,0.0,12.0,11.0,8.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,224.0,4.0,19.0,78.0,131.0,34.0,224.0,16.0,4.0,7.0,138.0,540.0,188.0,4.0,2.0,12.0,11.0,168.0,7,15,4,9,0.0,0.0,0,27.0,11.0,15.0,"FW,MF",Gil Vicente FC
Allano,BRA,27,1996,20.0,15,1132,1,0,1,1,1.5,0.7,0.9,37.0,41.0,96.0,12.6,16.0,13,11.0,5.0,0.0,8.0,29.0,21.0,4.0,18.0,7,12.0,0.0,327.0,493.0,5248.0,1419.0,175.0,220.0,118.0,164.0,24.0,67.0,1.3,11.0,32.0,15.0,7.0,10,3,18.7,1.0,493.0,444.0,44.0,15.0,2.0,5.0,58,14.0,14.0,7.0,5.0,0.0,327.0,5.0,21.0,25.0,15.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0,12.0,109.0,351.0,238.0,27.0,683.0,53.0,22.0,21.0,395.0,2488.0,1182.0,33.0,9.0,58.0,14.0,460.0,26,41,9,58,0.0,1.0,0,66.0,15.0,17.0,"FW,MF",Santa Clara
Almoatasem Al Musrati,LBY,26,1997,28.0,28,2309,3,2,0,0,1.5,1.5,2.9,12.0,193.0,12.0,25.7,66.0,34,23.0,35.0,8.0,29.0,63.0,34.0,13.0,31.0,57,26.0,0.0,1342.0,1606.0,28708.0,8956.0,433.0,499.0,612.0,684.0,273.0,351.0,2.5,22.0,174.0,12.0,0.0,27,10,18.5,0.0,1606.0,1563.0,37.0,32.0,12.0,38.0,7,0.0,0.0,0.0,0.0,0.0,1342.0,6.0,19.0,51.0,42.0,2.0,0.0,3.0,1.0,3.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,1863.0,54.0,397.0,1262.0,219.0,26.0,1863.0,16.0,10.0,5.0,1034.0,4320.0,1716.0,21.0,0.0,23.0,18.0,1286.0,38,18,0,7,0.0,0.0,0,206.0,38.0,28.0,MF,Braga
Amine Oudrhiri,MAR,29,1994,19.0,8,781,0,0,0,0,0.1,0.1,0.1,12.0,47.0,9.0,8.7,9.0,7,3.0,5.0,1.0,6.0,11.0,5.0,2.0,5.0,9,10.0,0.0,426.0,467.0,7658.0,1877.0,175.0,190.0,209.0,218.0,37.0,47.0,0.4,6.0,40.0,1.0,0.0,2,0,22.2,0.0,467.0,440.0,27.0,25.0,0.0,2.0,5,2.0,0.0,0.0,0.0,0.0,426.0,0.0,7.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,519.0,18.0,119.0,333.0,71.0,2.0,519.0,5.0,3.0,0.0,304.0,1493.0,747.0,7.0,0.0,7.0,8.0,380.0,7,16,0,5,0.0,0.0,0,46.0,3.0,3.0,MF,Rio Ave
Anderson Carvalho,BRA,32,1991,11.0,5,491,0,0,0,0,0.3,0.3,0.1,6.0,17.0,7.0,5.5,19.0,8,5.0,12.0,2.0,8.0,19.0,11.0,0.0,3.0,6,13.0,0.0,139.0,190.0,2756.0,878.0,57.0,65.0,60.0,74.0,20.0,38.0,0.3,5.0,12.0,2.0,0.0,7,3,21.0,0.0,190.0,183.0,7.0,6.0,0.0,2.0,2,1.0,0.0,0.0,0.0,0.0,139.0,0.0,4.0,11.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,14.0,80.0,129.0,48.0,5.0,256.0,8.0,5.0,3.0,120.0,595.0,215.0,2.0,1.0,4.0,5.0,128.0,10,9,0,2,0.0,0.0,0,33.0,4.0,8.0,MF,Santa Clara
Anderson Jesus,BRA,27,1996,30.0,30,2667,3,0,0,0,3.5,3.5,0.1,4.0,28.0,10.0,29.6,31.0,20,22.0,9.0,0.0,9.0,17.0,8.0,20.0,8.0,37,168.0,1.0,829.0,1041.0,15953.0,6614.0,287.0,330.0,457.0,513.0,77.0,176.0,0.4,3.0,28.0,1.0,0.0,14,8,11.9,0.0,1041.0,1005.0,35.0,33.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,829.0,1.0,5.0,13.0,10.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1352.0,284.0,856.0,456.0,45.0,28.0,1352.0,3.0,2.0,1.0,604.0,2530.0,1224.0,3.0,2.0,13.0,4.0,782.0,25,18,1,0,0.0,3.0,0,106.0,70.0,46.0,DF,Vizela
Anderson,BRA,23,2000,0.0,0,24,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,1.0,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0.0,0.0,3.0,5.0,50.0,12.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,6.0,3.0,0.0,10.0,0.0,0.0,0.0,6.0,17.0,2.0,0.0,0.0,2.0,0.0,4.0,3,0,0,0,0.0,0.0,0,1.0,0.0,0.0,"MF,FW",Casa Pia
Anderson,BRA,24,1999,30.0,19,1726,4,0,0,0,5.6,5.6,1.4,34.0,31.0,101.0,19.2,7.0,2,1.0,3.0,3.0,2.0,8.0,6.0,1.0,14.0,2,17.0,0.0,223.0,325.0,2950.0,763.0,142.0,184.0,50.0,72.0,13.0,16.0,0.5,14.0,21.0,8.0,3.0,65,23,36.8,1.0,325.0,300.0,23.0,0.0,1.0,0.0,12,4.0,0.0,0.0,0.0,0.0,223.0,2.0,13.0,46.0,24.0,0.0,7.0,11.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,596.0,20.0,50.0,255.0,298.0,81.0,596.0,63.0,24.0,34.0,384.0,2162.0,1005.0,30.0,15.0,74.0,33.0,448.0,40,30,18,12,1.0,0.0,0,45.0,26.0,71.0,FW,Vitória Guimarães + Portimonense
Andreas Samaris,GRE,33,1990,24.0,19,1406,0,1,0,0,0.4,0.4,0.5,6.0,61.0,12.0,15.6,34.0,15,13.0,19.0,2.0,15.0,29.0,14.0,7.0,19.0,9,23.0,0.0,675.0,813.0,12866.0,3547.0,261.0,300.0,304.0,338.0,95.0,135.0,1.4,11.0,52.0,10.0,3.0,15,1,27.5,5.0,813.0,748.0,58.0,52.0,5.0,11.0,7,3.0,3.0,1.0,0.0,0.0,675.0,7.0,11.0,29.0,25.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,980.0,48.0,248.0,636.0,106.0,2.0,980.0,23.0,10.0,9.0,476.0,1843.0,777.0,9.0,1.0,17.0,19.0,650.0,27,32,0,7,0.0,0.0,0,118.0,14.0,3.0,MF,Rio Ave
