Player,Nation,Age,Born,MP_Playing,Starts_Playing,Min_Playing,Gls,Ast,PK,PKatt,xG_Expected,npxG_Expected,xAG_Expected,PrgC_Progression,PrgP_Progression,PrgR_Progression,Mins_Per_90,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Lost_Challenges,Sh_Blocks,Pass_Blocks,Int,Clr,Err,Cmp_Total,Att_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_Medium,Att_Medium,Cmp_Long,Att_Long,xA,KP,Final_Third,PPA,CrsPA,Sh_Standard,SoT_Standard,Dist_Standard,FK_Standard,Att,Live_Pass,Dead_Pass,FK_Pass,TB_Pass,Sw_Pass,Crs_Pass,TI_Pass,CK_Pass,In_Corner,Out_Corner,Str_Corner,Cmp_Outcomes,Off_Outcomes,Blocks_Outcomes,SCA_SCA,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Att_Take,Succ_Take,Tkld_Take,Carries_Carries,TotDist_Carries,PrgDist_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,Won_Aerial,Lost_Aerial,Pos,Squad
Denílson,BRA,27,1996,0.0,4,362,0,0,0,0,0.7,0.7,0.1,7.0,8.0,24.0,4.0,4.0,2,4.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1,14.0,0.0,62.0,80.0,968.0,156.0,32.0,37.0,22.0,29.0,5.0,6.0,0.1,1.0,2.0,1.0,1.0,7,2,19.7,0.0,80.0,73.0,7.0,0.0,0.0,1.0,3,0.0,0.0,0.0,0.0,0.0,62.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,17.0,29.0,61.0,43.0,4.0,133.0,9.0,4.0,4.0,78.0,431.0,205.0,3.0,1.0,6.0,12.0,90.0,3,6,4,3,0.0,0.0,0,11.0,13.0,15.0,FW,Famalicão
Depú,ANG,22,2001,0.0,0,81,0,1,0,0,0.2,0.2,0.0,2.0,1.0,7.0,0.9,2.0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,3.0,0.0,12.0,15.0,147.0,24.0,10.0,13.0,2.0,2.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,3,1,13.6,0.0,15.0,15.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,5.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,34.0,3.0,3.0,19.0,13.0,3.0,34.0,2.0,1.0,1.0,23.0,131.0,75.0,3.0,1.0,4.0,1.0,26.0,1,3,0,0,0.0,0.0,0,1.0,3.0,3.0,"FW,MF",Gil Vicente FC
Derick,BRA,28,1995,0.0,17,1441,0,0,0,0,0.9,0.9,1.0,31.0,44.0,81.0,16.0,28.0,18,17.0,10.0,1.0,20.0,42.0,22.0,6.0,20.0,16,44.0,0.0,413.0,599.0,6377.0,2320.0,233.0,267.0,143.0,208.0,29.0,85.0,1.0,12.0,25.0,16.0,12.0,15,3,22.6,0.0,599.0,450.0,144.0,10.0,0.0,2.0,60,127.0,7.0,4.0,2.0,0.0,413.0,5.0,20.0,30.0,20.0,7.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,798.0,46.0,241.0,326.0,243.0,16.0,798.0,23.0,10.0,11.0,352.0,2142.0,1062.0,30.0,4.0,22.0,12.0,381.0,14,21,1,60,0.0,0.0,0,93.0,10.0,17.0,"MF,DF",Casa Pia
Diederrick Joel,CMR,28,1995,14.0,10,945,1,0,0,2,4.3,2.8,0.4,6.0,13.0,42.0,10.5,6.0,1,2.0,4.0,0.0,1.0,3.0,2.0,0.0,7.0,2,4.0,0.0,146.0,212.0,2238.0,294.0,72.0,97.0,58.0,78.0,6.0,12.0,0.4,8.0,8.0,9.0,1.0,32,10,16.2,0.0,212.0,178.0,32.0,0.0,0.0,0.0,7,2.0,0.0,0.0,0.0,0.0,146.0,2.0,9.0,27.0,16.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,2.0,14.0,162.0,155.0,41.0,324.0,24.0,11.0,10.0,156.0,586.0,182.0,5.0,2.0,33.0,14.0,219.0,13,15,16,7,0.0,0.0,0,30.0,28.0,53.0,FW,Marítimo
Diego Lainez,MEX,22,2001,6.0,1,156,1,2,0,0,0.7,0.7,0.4,8.0,11.0,20.0,1.7,3.0,2,0.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,1,0.0,0.0,78.0,91.0,1264.0,254.0,41.0,45.0,17.0,22.0,13.0,16.0,0.2,4.0,2.0,5.0,0.0,8,3,18.0,1.0,91.0,86.0,5.0,2.0,0.0,0.0,6,2.0,1.0,1.0,0.0,0.0,78.0,0.0,1.0,11.0,9.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,116.0,0.0,5.0,42.0,70.0,10.0,116.0,10.0,3.0,5.0,70.0,472.0,264.0,8.0,3.0,6.0,3.0,89.0,3,7,0,6,0.0,0.0,0,12.0,1.0,0.0,MF,Braga
Diego Rosa,BRA,19,2004,9.0,3,257,0,0,0,0,0.2,0.2,0.3,4.0,5.0,2.0,2.9,10.0,5,5.0,4.0,1.0,6.0,12.0,6.0,2.0,4.0,5,7.0,0.0,73.0,108.0,1352.0,609.0,34.0,37.0,26.0,36.0,9.0,28.0,0.2,3.0,9.0,0.0,0.0,6,1,32.1,1.0,108.0,89.0,17.0,7.0,2.0,2.0,17,2.0,7.0,4.0,2.0,0.0,73.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,10.0,40.0,82.0,31.0,1.0,151.0,4.0,1.0,2.0,59.0,316.0,173.0,1.0,1.0,5.0,0.0,73.0,3,2,0,17,0.0,1.0,0,19.0,3.0,2.0,"MF,FW",Vizela
Dinis Pinto,POR,21,2002,1.0,0,9,0,0,0,0,0.0,0.0,0.1,1.0,1.0,1.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,4.0,5.0,65.0,49.0,2.0,2.0,2.0,2.0,0.0,1.0,0.1,1.0,0.0,1.0,0.0,0,0,0.0,0.0,5.0,4.0,1.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,4.0,29.0,23.0,1.0,0.0,0.0,0.0,4.0,0,1,0,0,0.0,0.0,0,1.0,0.0,0.0,DF,Braga
Diogo Calila,POR,23,2000,15.0,6,652,0,0,0,0,0.1,0.1,0.2,18.0,14.0,25.0,7.2,15.0,10,6.0,8.0,1.0,8.0,11.0,3.0,0.0,4.0,9,11.0,1.0,255.0,337.0,4177.0,1652.0,130.0,150.0,102.0,131.0,18.0,37.0,0.2,3.0,13.0,2.0,1.0,2,0,14.6,0.0,337.0,260.0,75.0,7.0,0.0,1.0,24,67.0,1.0,0.0,1.0,0.0,255.0,2.0,12.0,6.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,11.0,131.0,196.0,84.0,4.0,402.0,9.0,4.0,3.0,175.0,1090.0,551.0,16.0,1.0,9.0,9.0,197.0,21,15,1,24,0.0,1.0,0,50.0,2.0,6.0,"DF,MF",Santa Clara
Diogo Ferreira,POR,20,2003,1.0,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,MF,Vitória Guimarães
Diogo Gonçalves,POR,25,1998,10.0,2,302,0,0,0,0,1.0,1.0,0.9,18.0,12.0,47.0,3.4,6.0,6,1.0,3.0,2.0,2.0,4.0,2.0,0.0,4.0,1,1.0,0.0,123.0,159.0,1472.0,439.0,75.0,85.0,27.0,37.0,5.0,9.0,0.8,4.0,8.0,6.0,3.0,15,5,17.9,1.0,159.0,149.0,9.0,2.0,0.0,0.0,14,2.0,5.0,4.0,1.0,0.0,123.0,1.0,11.0,15.0,11.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,12.0,73.0,125.0,20.0,207.0,11.0,2.0,7.0,124.0,946.0,457.0,12.0,6.0,4.0,6.0,156.0,4,6,2,14,0.0,0.0,0,20.0,0.0,0.0,FW,Benfica
Diogo Mendes,POR,24,1999,20.0,15,1229,0,0,0,0,0.3,0.3,0.6,12.0,54.0,23.0,13.7,33.0,16,12.0,19.0,2.0,20.0,32.0,12.0,1.0,18.0,8,14.0,0.0,408.0,483.0,7397.0,2046.0,175.0,198.0,182.0,205.0,40.0,51.0,0.5,8.0,50.0,7.0,2.0,5,0,12.7,0.0,483.0,459.0,22.0,20.0,0.0,5.0,5,2.0,0.0,0.0,0.0,0.0,408.0,2.0,4.0,20.0,14.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,21.0,125.0,400.0,78.0,15.0,597.0,14.0,3.0,7.0,281.0,1342.0,604.0,8.0,3.0,10.0,8.0,383.0,27,30,1,5,1.0,0.0,0,66.0,22.0,11.0,MF,Marítimo
Diogo Pinto,POR,23,2000,0.0,5,459,0,2,0,0,0.7,0.7,0.4,4.0,15.0,20.0,5.1,8.0,6,6.0,2.0,0.0,5.0,9.0,4.0,0.0,1.0,2,2.0,0.0,104.0,140.0,1468.0,312.0,70.0,76.0,27.0,38.0,6.0,15.0,0.6,7.0,12.0,2.0,0.0,4,4,13.8,0.0,140.0,131.0,8.0,2.0,0.0,1.0,12,0.0,6.0,3.0,2.0,1.0,104.0,1.0,4.0,16.0,12.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,176.0,0.0,30.0,84.0,62.0,10.0,176.0,11.0,4.0,7.0,93.0,401.0,145.0,5.0,0.0,4.0,6.0,115.0,6,3,0,12,0.0,0.0,0,23.0,2.0,4.0,"FW,MF",Casa Pia
Diogo Queirós,POR,23,2000,0.0,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,FW,Famalicão
Domingos André Ribeiro Almeida,POR,22,2001,3.0,3,237,0,2,0,0,0.3,0.3,0.8,6.0,13.0,2.0,2.6,4.0,2,3.0,0.0,1.0,2.0,3.0,1.0,0.0,6.0,4,4.0,0.0,93.0,108.0,1460.0,448.0,49.0,52.0,33.0,39.0,6.0,8.0,0.7,3.0,12.0,1.0,0.0,4,2,21.6,0.0,108.0,100.0,8.0,3.0,0.0,2.0,1,2.0,0.0,0.0,0.0,0.0,93.0,0.0,3.0,9.0,7.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,152.0,5.0,36.0,82.0,36.0,5.0,152.0,9.0,4.0,5.0,85.0,398.0,183.0,4.0,0.0,6.0,10.0,91.0,5,7,0,1,0.0,0.0,0,20.0,2.0,1.0,MF,Vitória Guimarães
Duplexe Tchamba,CMR,24,1999,0.0,4,388,0,0,0,0,0.2,0.2,0.0,4.0,16.0,0.0,4.3,7.0,3,5.0,1.0,1.0,4.0,8.0,4.0,3.0,2.0,5,19.0,0.0,172.0,215.0,3292.0,1335.0,58.0,64.0,90.0,102.0,22.0,40.0,0.2,1.0,10.0,1.0,0.0,5,0,16.3,0.0,215.0,206.0,8.0,5.0,0.0,0.0,3,3.0,0.0,0.0,0.0,0.0,172.0,1.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,43.0,142.0,105.0,22.0,6.0,269.0,4.0,4.0,0.0,144.0,655.0,381.0,2.0,0.0,2.0,3.0,163.0,4,4,0,3,0.0,0.0,0,31.0,15.0,8.0,DF,Casa Pia
Dylan Batubinsika,COD,26,1997,0.0,2,180,0,0,0,0,0.2,0.2,0.0,0.0,9.0,0.0,2.0,6.0,2,5.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,4,8.0,0.0,95.0,103.0,2174.0,642.0,20.0,21.0,54.0,59.0,20.0,22.0,0.0,0.0,7.0,0.0,0.0,1,0,9.2,0.0,103.0,101.0,2.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,13.0,69.0,58.0,1.0,1.0,126.0,0.0,0.0,0.0,82.0,309.0,124.0,0.0,0.0,0.0,0.0,82.0,1,2,0,0,0.0,0.0,0,12.0,4.0,2.0,DF,Famalicão
Dylan Collard,MRI,22,2001,1.0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,2.0,3.0,51.0,37.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,DF,Marítimo
Edgar Costa,POR,35,1988,21.0,3,475,0,1,0,0,1.0,1.0,1.6,7.0,32.0,19.0,5.3,10.0,8,7.0,2.0,1.0,6.0,11.0,5.0,0.0,7.0,2,3.0,0.0,156.0,277.0,2963.0,1234.0,60.0,84.0,60.0,87.0,28.0,85.0,0.8,10.0,25.0,4.0,1.0,11,1,23.6,2.0,277.0,213.0,59.0,31.0,2.0,5.0,45,8.0,19.0,10.0,7.0,1.0,156.0,5.0,6.0,17.0,4.0,8.0,0.0,4.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,324.0,5.0,41.0,192.0,96.0,4.0,324.0,7.0,1.0,4.0,156.0,834.0,366.0,6.0,0.0,6.0,9.0,204.0,12,18,0,45,0.0,0.0,0,27.0,4.0,5.0,"FW,MF",Marítimo
Eduardo Borges,POR,22,2001,4.0,0,33,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,1.0,16.0,20.0,231.0,74.0,12.0,13.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,10.0,10.0,2.0,0.0,22.0,0.0,0.0,0.0,11.0,28.0,16.0,0.0,0.0,0.0,0.0,15.0,0,1,0,0,0.0,0.0,0,4.0,1.0,0.0,MF,Chaves
Eduardo Fereira,VEN,21,2002,0.0,1,54,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,0.0,0.0,16.0,21.0,271.0,122.0,6.0,6.0,9.0,12.0,1.0,2.0,0.3,0.0,0.0,0.0,0.0,1,0,36.8,0.0,21.0,10.0,11.0,0.0,0.0,0.0,1,10.0,1.0,1.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,7.0,16.0,5.0,0.0,28.0,0.0,0.0,0.0,10.0,24.0,7.0,1.0,0.0,0.0,0.0,9.0,0,0,0,1,0.0,0.0,0,3.0,0.0,3.0,"FW,MF",Casa Pia
Elder Santana,BRA,29,1994,0.0,0,46,0,1,0,0,0.1,0.1,0.6,1.0,1.0,6.0,0.5,2.0,1,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0,1.0,0.0,8.0,9.0,81.0,33.0,6.0,7.0,1.0,1.0,0.0,0.0,0.5,2.0,0.0,2.0,1.0,1,0,4.4,0.0,9.0,9.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,2.0,5.0,13.0,3.0,20.0,0.0,0.0,0.0,14.0,53.0,25.0,0.0,0.0,3.0,4.0,17.0,4,0,1,1,0.0,0.0,0,0.0,2.0,8.0,"MF,FW",Gil Vicente FC
Elias Achouri,TUN,23,2000,0.0,0,6,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,3.0,6.0,49.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,3.0,2.0,4.0,0.0,9.0,0.0,0.0,0.0,4.0,31.0,19.0,1.0,0.0,1.0,0.0,6.0,0,1,1,0,0.0,0.0,0,0.0,1.0,0.0,MF,Estoril
Emmanuel Boateng,GHA,26,1997,28.0,21,1862,6,0,0,1,6.6,5.6,1.5,15.0,16.0,97.0,20.7,12.0,6,5.0,4.0,3.0,4.0,9.0,5.0,1.0,9.0,4,11.0,0.0,197.0,279.0,2599.0,474.0,121.0,148.0,51.0,72.0,8.0,15.0,0.7,14.0,9.0,6.0,1.0,46,16,14.0,0.0,279.0,270.0,4.0,0.0,1.0,2.0,5,1.0,0.0,0.0,0.0,0.0,197.0,5.0,9.0,40.0,25.0,0.0,1.0,6.0,8.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,494.0,13.0,64.0,193.0,246.0,73.0,493.0,35.0,4.0,20.0,290.0,1357.0,563.0,13.0,6.0,55.0,22.0,363.0,38,47,18,5,2.0,0.0,0,55.0,54.0,69.0,"FW,MF",Rio Ave
Emmanuel Hackman,TOG,27,1996,0.0,2,135,0,0,0,0,0.4,0.4,0.0,0.0,7.0,3.0,1.5,1.0,1,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1,3.0,0.0,36.0,60.0,683.0,293.0,13.0,18.0,18.0,27.0,5.0,11.0,0.0,0.0,3.0,0.0,0.0,1,0,5.7,0.0,60.0,45.0,15.0,0.0,0.0,0.0,1,15.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,6.0,27.0,36.0,11.0,3.0,73.0,3.0,1.0,1.0,38.0,116.0,44.0,1.0,0.0,0.0,1.0,40.0,4,2,1,1,0.0,0.0,0,5.0,6.0,3.0,DF,Gil Vicente FC
Enea Mihaj,ALB,24,1999,0.0,25,2226,0,0,0,0,1.2,1.2,0.0,3.0,59.0,0.0,24.7,23.0,11,18.0,4.0,1.0,12.0,25.0,13.0,22.0,7.0,32,91.0,0.0,1112.0,1253.0,21649.0,7846.0,361.0,394.0,623.0,659.0,119.0,180.0,0.1,3.0,45.0,1.0,0.0,11,0,12.4,0.0,1253.0,1198.0,55.0,52.0,0.0,14.0,0,3.0,0.0,0.0,0.0,0.0,1112.0,0.0,7.0,9.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1467.0,204.0,898.0,551.0,24.0,12.0,1467.0,8.0,7.0,1.0,761.0,3065.0,1459.0,3.0,1.0,15.0,4.0,993.0,25,4,0,0,0.0,0.0,1,102.0,41.0,29.0,DF,Famalicão
Enzo Fernández,ARG,21,2002,17.0,17,1382,1,5,0,0,2.1,2.1,3.7,29.0,183.0,27.0,15.4,40.0,17,15.0,19.0,6.0,23.0,44.0,21.0,3.0,13.0,15,3.0,2.0,1446.0,1679.0,27839.0,8003.0,623.0,683.0,531.0,592.0,254.0,326.0,5.2,30.0,184.0,31.0,5.0,29,3,24.6,5.0,1679.0,1589.0,83.0,38.0,11.0,34.0,39,4.0,41.0,7.0,7.0,0.0,1446.0,7.0,22.0,68.0,55.0,10.0,0.0,1.0,2.0,0.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,1820.0,17.0,300.0,1156.0,372.0,18.0,1820.0,18.0,10.0,6.0,1103.0,4691.0,2353.0,33.0,2.0,15.0,15.0,1475.0,18,16,1,39,0.0,0.0,0,93.0,9.0,14.0,MF,Benfica
Erick Ferigra,ECU,23,2000,16.0,12,1158,0,0,0,0,0.3,0.3,0.0,0.0,24.0,1.0,12.9,9.0,4,9.0,0.0,0.0,3.0,9.0,6.0,9.0,7.0,13,50.0,0.0,532.0,613.0,10357.0,4388.0,183.0,201.0,285.0,305.0,60.0,94.0,0.1,2.0,27.0,1.0,1.0,3,1,8.7,0.0,613.0,588.0,24.0,24.0,0.0,7.0,2,0.0,0.0,0.0,0.0,0.0,532.0,1.0,4.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,742.0,111.0,473.0,257.0,15.0,7.0,742.0,7.0,6.0,1.0,444.0,1894.0,1002.0,2.0,0.0,13.0,0.0,486.0,18,20,0,2,0.0,0.0,1,57.0,23.0,28.0,DF,Paços de Ferreira
Erison,BRA,23,2000,0.0,10,681,2,0,0,0,1.3,1.3,0.7,4.0,6.0,24.0,7.6,3.0,0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,4.0,0,6.0,0.0,57.0,77.0,828.0,103.0,31.0,38.0,23.0,31.0,1.0,2.0,0.4,7.0,4.0,1.0,0.0,14,6,13.1,0.0,77.0,60.0,17.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,12.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,7.0,11.0,64.0,74.0,30.0,149.0,5.0,2.0,3.0,73.0,317.0,104.0,4.0,2.0,23.0,16.0,106.0,6,12,5,0,0.0,0.0,0,4.0,20.0,23.0,FW,Estoril
Euller,BRA,27,1996,21.0,13,1065,1,0,0,0,2.6,2.6,1.1,26.0,28.0,86.0,11.8,21.0,13,8.0,10.0,3.0,13.0,31.0,18.0,2.0,10.0,10,8.0,0.0,277.0,404.0,4443.0,1348.0,155.0,188.0,85.0,116.0,25.0,65.0,1.3,18.0,17.0,14.0,8.0,18,5,20.1,3.0,404.0,349.0,53.0,17.0,0.0,7.0,58,13.0,23.0,13.0,4.0,0.0,277.0,2.0,13.0,51.0,30.0,5.0,6.0,5.0,5.0,0.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,533.0,9.0,88.0,210.0,242.0,26.0,533.0,47.0,24.0,19.0,310.0,1704.0,924.0,12.0,10.0,24.0,9.0,346.0,27,20,7,58,0.0,0.0,0,56.0,7.0,10.0,"FW,MF",Chaves
Eulânio Ângelo Chipela Gomes,GNB,28,1995,11.0,5,575,0,1,0,0,0.1,0.1,0.8,15.0,15.0,23.0,6.4,11.0,8,5.0,1.0,5.0,5.0,6.0,1.0,1.0,7.0,4,9.0,0.0,213.0,264.0,3355.0,1122.0,116.0,122.0,81.0,106.0,14.0,26.0,0.6,6.0,6.0,4.0,3.0,2,0,25.8,0.0,264.0,216.0,47.0,3.0,3.0,3.0,11,44.0,0.0,0.0,0.0,0.0,213.0,1.0,4.0,10.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,346.0,22.0,95.0,165.0,93.0,11.0,346.0,32.0,16.0,13.0,171.0,1247.0,712.0,10.0,4.0,14.0,5.0,179.0,6,7,0,11,0.0,0.0,0,40.0,6.0,4.0,DF,Santa Clara
Evanilson,BRA,22,2001,23.0,18,1354,7,5,0,0,9.1,9.1,3.0,16.0,23.0,92.0,15.0,15.0,12,2.0,6.0,7.0,6.0,13.0,7.0,1.0,13.0,5,5.0,0.0,251.0,333.0,3062.0,572.0,160.0,190.0,44.0,63.0,14.0,17.0,2.5,16.0,13.0,5.0,0.0,34,13,11.3,0.0,333.0,320.0,12.0,0.0,7.0,2.0,7,4.0,0.0,0.0,0.0,0.0,251.0,1.0,13.0,31.0,22.0,0.0,2.0,2.0,5.0,0.0,8.0,5.0,0.0,0.0,2.0,1.0,0.0,488.0,7.0,50.0,204.0,243.0,79.0,488.0,35.0,13.0,17.0,301.0,1390.0,466.0,12.0,7.0,40.0,17.0,356.0,27,29,9,7,1.0,0.0,1,55.0,20.0,22.0,FW,Porto
Ewerton,BRA,29,1994,0.0,6,582,1,1,0,0,1.0,1.0,0.3,2.0,21.0,12.0,6.5,18.0,12,5.0,8.0,5.0,8.0,16.0,8.0,1.0,5.0,3,4.0,0.0,170.0,214.0,2679.0,653.0,92.0,106.0,67.0,83.0,7.0,12.0,0.4,5.0,15.0,4.0,1.0,9,5,16.1,0.0,214.0,208.0,5.0,5.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,170.0,1.0,5.0,13.0,9.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,279.0,6.0,39.0,173.0,68.0,11.0,279.0,10.0,3.0,6.0,141.0,583.0,261.0,7.0,0.0,4.0,7.0,176.0,10,8,0,1,0.0,0.0,0,35.0,2.0,15.0,MF,Portimonense
